,Title,date added to alvro,type
z120 - Nisekoi Manga Vol.1 (France) (eShop).zip,53.22 MB,2016-05-03 2:05,EShop scene no rar
z072 - Sangoku Stories Ten (Japan) (eShop).zip,53.17 MB,2016-05-03 1:05,EShop scene no rar
"0292 - Van Helsing Sniper Zx100 (Europe) (En,Fr,De,Es,It) (eShop).zip",53.13 MB,2016-03-03 14:03,EShop scene no rar
3DS0816 - Disney Magical World (Usa) .rar,529.55 MB,2016-01-09 11:01,Rom Secen no rar
3DS0842 - Kodomo ni Anshin Shite Ataerareru Game Series - Sekai Meisaku Douwa - Oyako de Yomeru Game Ehon Bouken-Hen (Japan).rar,527.31 MB,2016-01-09 12:01,Rom Secen no rar
3DS0843 - Kodomo ni Anshin Shite Ataerareru Game Series - Sekai Meisaku Douwa - Oyako de Yomeru Game Ehon Princess-Hen (Japan).rar,527.31 MB,2016-01-09 12:01,Rom Secen no rar
3DS0906 - Smile Precure! Lets Go! Marchen World (Japan).rar,527.31 MB,2016-01-11 2:01,Rom Secen no rar
3DS0926 - Jewel Pet - Cafe de Mahou no Cooking! (Japan).rar,527.31 MB,2016-01-11 2:01,Rom Secen no rar
3DS0934 - Nightmare Puzzle - Crush 3D (Japan).rar,527.31 MB,2016-01-11 3:01,Rom Secen no rar
3DS0524 - Paper Mario - Super Seal CHT (Usa).rar,524.10 MB,2016-01-06 23:01,Rom Secen no rar
z244 - Unchained Blades (USA) (eShop).zip,521.54 MB,2016-05-03 2:05,EShop scene no rar
3DS0975 - Shifting World - Shiro to Kuro no Meikyuu (Japan).rar,52.78 MB,2016-01-11 5:01,Rom Secen no rar
0313 - Wakedas (Europe) (eShop).zip,52.50 MB,2016-03-03 14:03,EShop scene no rar
0142 - Mario and Donkey Kong - Minis on the Move (USA) (eShop).zip,52.31 MB,2016-03-03 13:03,EShop scene no rar
z195 - ATV Wild Ride (USA) (eShop).zip,52.30 MB,2016-05-03 2:05,EShop scene no rar
3DS0415 - Boulder Dash XL 3D (Usa).rar,52.06 MB,2016-01-05 23:01,Rom Secen no rar
3DS1623 - Digimon Universe - Appli Monsters (Japan).rar,518.17 MB,2017-02-05 5:02,Rom Secen no rar
3DS0556 - Highschool.DxD (.JPN).rar,517.61 MB,2016-01-07 1:01,Rom Secen no rar
3DS1854 - Doubutsu no Mori - Happy Home Designer (v01)(Japan).rar,517.60 MB,2019-04-06 22:04,Rom Secen no rar
"3DS1032 - Phonics Fun with Biff, Chip & Kipper Vol. 1 (Europe) (En,Fr,De,Es,It,Pt).rar",514 MB,2016-01-13 0:01,Rom Secen no rar
"3DS1033 - Phonics Fun with Biff, Chip & Kipper Vol. 2 (Europe) (En,Fr,De,Es,It,Pt).rar",514 MB,2016-01-13 0:01,Rom Secen no rar
"3DS1034 - Phonics Fun with Biff, Chip & Kipper Vol. 3 (Europe) (En,Fr,De,Es,It,Pt).rar",514 MB,2016-01-13 0:01,Rom Secen no rar
3DS1050 - Haikyu!! Tsunage! Itadaki no Keshiki!! (Japan).rar,514 MB,2016-01-13 2:01,Rom Secen no rar
3DS1061 - Pac-Man and the Ghostly Adventures 2 (USA).rar,514 MB,2016-01-13 3:01,Rom Secen no rar
3DS1062 - Majin Bone - Jikan to Kuukan no Majin (Japan).rar,514 MB,2016-01-13 3:01,Rom Secen no rar
3DS1350 - LEGO Ninjago Ronin no Kage (Japan).rar,514 MB,2016-01-16 20:01,Rom Secen no rar
3DS1366 - Dragon Ball Z - Extreme Butoden (USA).rar,514 MB,2016-01-16 20:01,Rom Secen no rar
"3DS1370 - Tomodachi Life (Europe) (En,Fr,De,Es,It,Nl) (Rev 2).rar",514 MB,2016-01-16 21:01,Rom Secen no rar
"3DS1377 - LEGO Ninjago - Shadow of Ronin (Spain) (En,Fr,De,Es,It,Nl,Da).rar",514 MB,2016-01-16 21:01,Rom Secen no rar
"3DS1395 - Hello Kitty & Friends - Rock n' World Tour (Europe) (En,Fr,De,Es,It).rar",514 MB,2016-01-16 23:01,Rom Secen no rar
3DS0576 - Tomodachi Collection - Shin Seikatsu (Japan).rar,512 MB,2016-01-07 2:01,Rom Secen no rar
"3DS0579 - SpongeBob SquarePants - Planktons Robotic Revenge (Europe) (En,Fr,De,Es,It,Nl,S v).rar",512 MB,2016-01-07 2:01,Rom Secen no rar
"3DS1039 - LEGO Batman 2 - DC Super Heroes (v01) (Europe)(En,Fr,Es,Ge,It,Du,Da).rar",512 MB,2016-01-13 1:01,Rom Secen no rar
3DS1387 - PriPara Mezase! Idol Grand Prix No.1! (Japan).rar,512 MB,2016-01-16 22:01,Rom Secen no rar
3DS1396 - Minna no Pokemon Scramble (Japan).rar,512 MB,2016-01-16 23:01,Rom Secen no rar
3DS1401 - Moco Moco Friends (USA)(En).rar,512 MB,2016-01-16 23:01,Rom Secen no rar
3DS1408 - LEGO Jurassic World (Japan).rar,512 MB,2016-01-17 0:01,Rom Secen no rar
3DS1412 - Sumikko Gurashi - Omise Hajimerundesu (Japan).rar,512 MB,2016-01-17 0:01,Rom Secen no rar
"3DS1465 - LEGO Marvel Avengers (Italy) (En,Fr,De,Es,It,Nl,Da).rar",512 MB,2016-05-25 15:05,Rom Secen no rar
"3DS1519 - Legend of Zelda - Ocarina of Time 3D, The (Korea).rar",512 MB,2017-02-05 14:02,Rom Secen no rar
3DS1645 - Wannyan Pet Shop v03 (Japan).rar,512 MB,2017-02-06 20:02,Rom Secen no rar
3DS1646 - Hakoboi HakozumeBOX (Japan).rar,512 MB,2017-02-06 20:02,Rom Secen no rar
"3DS1658 - LEGO Batman 2 - DC Super Heroes (v01)(German)(En,Ge).rar",512 MB,2017-03-09 1:03,Rom Secen no rar
3DS1669 - Super Mario 3D Land (v01)(USA)(M3).rar,512 MB,2017-04-04 10:04,Rom Secen no rar
3DS1671 - LEGO Pirates of the Caribbean - The Video Game (v01)(USA)(M3).rar,512 MB,2017-04-04 10:04,Rom Secen no rar
3DS1673 - Mario Tennis Open (USA)(M3).rar,512 MB,2017-04-04 10:04,Rom Secen no rar
3DS1675 - Harvest Moon 3D - The Tale of Two Towns (v02)(USA).rar,512 MB,2017-04-04 10:04,Rom Secen no rar
3DS1684 - Harvest Moon 3D - The Tale of Two Towns (v01)(Europe)(M3).rar,512 MB,2017-04-15 8:04,Rom Secen no rar
3DS1688 - Manga-ka Debut Monogatari - Suteki na Manga o Egakou (Japan).rar,512 MB,2017-05-18 14:05,Rom Secen no rar
3DS1690 - Super Mario Maker for Nintendo 3DS (v02) (Japan).rar,512 MB,2017-05-18 14:05,Rom Secen no rar
3DS1691 - Future Card Buddyfight - Mezase! Buddy Champion! (Japan).rar,512 MB,2017-05-10 14:05,Rom Secen no rar
3DS1696 - Super Mario 3D Land (v01)(Japan).rar,512 MB,2017-05-18 14:05,Rom Secen no rar
3DS1697 - Super Mario 3D Land (v02)(Japan).rar,512 MB,2017-05-18 14:05,Rom Secen no rar
3DS1710 - Tomodachi Collection - Shin Seikatsu (v01)(Japan).rar,512 MB,2017-07-04 12:07,Rom Secen no rar
3DS1718 - Sumikko Gurashi - Omise Hajimerundesu (v01)(Japan).rar,512 MB,2017-07-13 11:07,Rom Secen no rar
3DS1727 - Pika Pika Nurse Monogatari - Shounika Haitsumo Oosawagi (Japan).rar,512 MB,2017-07-20 11:07,Rom Secen no rar
3DS1730 - Fish Eyes 3D (v01)(Japan).rar,512 MB,2017-07-20 11:07,Rom Secen no rar
3DS1732 - 100% Pascal Sensei - Kanpeki Paint Bombers (Japan).rar,512 MB,2017-07-20 11:07,Rom Secen no rar
3DS1734 - Hey! Pikmin (Japan).rar,512 MB,2017-07-20 11:07,Rom Secen no rar
"3DS1738 - Sumikko Gurashi - Koko, Dokonan Desu (Japan).rar",512 MB,2017-07-26 13:07,Rom Secen no rar
3DS1740 - Hey! Pikmin (Europe)(M6).rar,512 MB,2017-07-31 19:07,Rom Secen no rar
3DS1745 - Hey! Pikmin (USA)(M3).rar,512 MB,2017-08-03 11:08,Rom Secen no rar
3DS1749 - Tantei Jinguuji Saburou - Ghost of the Dusk (Japan).rar,512 MB,2017-09-14 11:09,Rom Secen no rar
3DS1758 - Culdcept Revolt (USA).rar,512 MB,2017-10-12 12:10,Rom Secen no rar
3DS1762 - Culdcept Revolt (Europe)(M5).rar,512 MB,2017-11-01 19:11,Rom Secen no rar
3DS1766 - Kirby Battle Royale (Europe)(M6).rar,512 MB,2017-11-20 1:11,Rom Secen no rar
3DS1767 - Super Mario Maker for Nintendo 3DS (v02)(USA)(M3).rar,512 MB,2017-11-20 1:11,Rom Secen no rar
3DS1769 - Mario Party - The Top 100 (USA).rar,512 MB,2017-11-20 1:11,Rom Secen no rar
3DS1782 - Beyblade Burst God (Japan).rar,512 MB,2017-12-31 10:12,Rom Secen no rar
3DS1783 - Gyakuten Saiban 4 (Japan).rar,512 MB,2017-12-31 10:12,Rom Secen no rar
3DS1786 - Mario Party - The Top 100 (Europe)(M6).rar,512 MB,2017-12-31 10:12,Rom Secen no rar
3DS1788 - Bokujou Monogatari - Futago no Mura+ (Japan).rar,512 MB,2018-01-18 13:01,Rom Secen no rar
3DS1792 - Kirby Battle Royale (USA).rar,512 MB,2018-03-09 21:03,Rom Secen no rar
3DS1798 - Cake-ya San Monogatari - Ooishii Sweets o Tsukurou! (Japan).rar,512 MB,2018-03-09 21:03,Rom Secen no rar
3DS1799 - Hoppechan - Tsukutte! Asonde! Punipuni Town!! (Japan).rar,512 MB,2018-03-09 21:03,Rom Secen no rar
3DS1800 - Mario Party - 100 Mini Game Collection (Japan).rar,512 MB,2018-03-09 21:03,Rom Secen no rar
3DS1810 - Future Card Buddyfight - Tanjou! Oretachi no Saikyou Buddy! (Japan).rar,512 MB,2018-05-03 13:05,Rom Secen no rar
3DS1814 - Kawaii Pet to Kurasou! Wan Nyan & Idol Animal (Japan).rar,512 MB,2018-05-03 13:05,Rom Secen no rar
3DS1819 - Chin'gumoa Apateu (Korea).rar,512 MB,2018-06-09 12:06,Rom Secen no rar
3DS1820 - Super Mario Maker for Nintendo 3DS (v02) (Europe).rar,512 MB,2018-06-21 12:06,Rom Secen no rar
3DS1823 - Susume! Kinopio Taichou (Japan).rar,512 MB,2018-08-04 13:08,Rom Secen no rar
"3DS1824 - Captain Toad - Treasure Tracker (Europe) (En,Fr,De,Es,It).rar",512 MB,2018-08-04 13:08,Rom Secen no rar
3DS1837 - Luigis Mansion (USA).rar,512 MB,2019-01-27 21:01,Rom Secen no rar
"x007 - Nintendogs + Cats (Europe) (En,Fr,De,Es,It) (Demo) (Kiosk).rar",512 MB,2017-08-08 10:08,3DS X File
"x008 - Star Fox 64 3D (Europe) (En,Fr,De,Es,It) (Rev 1) (Demo) (Kiosk).rar",512 MB,2017-08-08 10:08,3DS X File
"x020 - LEGO Star Wars III - The Clone Wars (USA) (En,Fr,Es) (Demo) (Kiosk).rar",512 MB,2017-08-08 10:08,3DS X File
"x023 - Nintendogs + Cats (USA) (En,Fr,Es) (Demo) (Kiosk).rar",512 MB,2017-08-08 10:08,3DS X File
"x030 - Asphalt 3D (USA) (En,Fr,Es) (Demo) (Kiosk).rar",512 MB,2017-08-08 10:08,3DS X File
"x047 - Mario & Luigi - Paper Jam Bros. (Europe) (En,Fr,De,Es,It) (Demo) (Kiosk).rar",512 MB,2017-08-08 10:08,3DS X File
x051 - Mario & Sonic at the Rio 2016 Olympic Games (Europe) (Demo) (Kiosk).rar,512 MB,2017-08-08 10:08,3DS X File
"x054 - Monster Hunter Generations (Europe) (En,Fr,De,Es,It) (Demo) (Kiosk).rar",512 MB,2017-08-08 10:08,3DS X File
x059 - Runbow Pocket Deluxe Edition (N3DS Exclusive)(USA).rar,512 MB,2017-08-08 10:08,3DS X File
"3DS1537 - LEGO Star Wars - The Force Awakens (Europe) (En,Fr,De,Es,It,Nl,Da).rar",510.23 MB,2017-02-05 4:02,Rom Secen no rar
0249 - Xeodrifter (USA) (eShop).zip,51.91 MB,2016-03-03 14:03,EShop scene no rar
z210 - Xeodrifter (Europe) (eShop).zip,51.86 MB,2016-05-03 2:05,EShop scene no rar
0493 - Nikki no Tabisuru Quiz (Japan) (eShop).zip,51.69 MB,2016-03-03 16:03,EShop scene no rar
3DS0517 - Hello Kitty Picnic with Sanrio Friends (rev01)(Usa).rar,51.24 MB,2016-01-06 23:01,Rom Secen no rar
3DS0514 - Hello Kitty Picnic with Sanrio Friends (Usa).rar,51.17 MB,2016-01-06 22:01,Rom Secen no rar
"3DS1543 - LEGO Star Wars - El Despertar de la Fuerza (Spain) (En,Fr,De,Es,It,Nl,Da).rar",509.91 MB,2017-02-05 4:02,Rom Secen no rar
"3DS1535 - LEGO Star Wars -Das Erwachen der Macht (Germany) (En,Fr,De,Es,It,Nl,Da).rar",509.76 MB,2017-02-05 4:02,Rom Secen no rar
"3DS1544 - LEGO Star Wars - Il Risveglio della Forza (Italy) (En,Fr,De,Es,It,Nl,Da).rar",509.66 MB,2017-02-05 4:02,Rom Secen no rar
3DS0791 - Exstetra (Japan).rar,507.87 MB,2016-01-09 3:01,Rom Secen no rar
3DS1454 - Mega Man Legacy Collection (USA).zip,504.94 MB,2016-05-02 11:05,Rom Secen no rar
"0457 - Azure Striker Gunvolt (Europe) (En,Fr,De,Es,It) (eShop).zip",504.78 MB,2016-03-03 16:03,EShop scene no rar
"3DS1282 - LEGO Jurassic World (Europe) (En,Fr,De,Es,It,Nl,Da).rar",503.64 MB,2016-01-15 20:01,Rom Secen no rar
3DS1344 - MonHun Nikki - Poka Poka Ailu Mura DX (Japan).rar,503.56 MB,2016-01-16 19:01,Rom Secen no rar
"3DS1346 - LEGO Jurassic World (Spain) (En,Fr,De,Es,It,Nl,Da).rar",503.54 MB,2016-01-16 19:01,Rom Secen no rar
"3DS1279 - LEGO Jurassic World ( Germany)(En,Fr,Ge,It,Es,Nl,Da).rar",503.44 MB,2016-01-15 19:01,Rom Secen no rar
"3DS1287 - LEGO Jurassic World (France) (En,Fr,De,Es,It,Nl,Da).rar",503.34 MB,2016-01-15 20:01,Rom Secen no rar
"3DS1327 - LEGO Jurassic World (Italy) (En,Fr,De,Es,It,Nl,Da).rar",503.11 MB,2016-01-16 18:01,Rom Secen no rar
3DS0291 - Zero Escape - Virtues Last Reward (Europe) (En).rar,502.88 MB,2016-01-04 8:01,Rom Secen no rar
"3DS0343 - One Piece Unlimited Cruise SP2 (Europe)(En,Fr,Ge,It,Es).rar",502.75 MB,2016-01-04 22:01,Rom Secen no rar
3DS1154 - Scribblenauts Unlimited (Europe) (En).rar,502.34 MB,2016-01-14 13:01,Rom Secen no rar
3DS1539 - LEGO Star Wars - The Force Awakens (USA).rar,502.17 MB,2017-02-05 4:02,Rom Secen no rar
3DS0275 - Project X Zone (Europe)(En).rar,500.71 MB,2016-01-04 8:01,Rom Secen no rar
3DS1491 - Rockman Classics Collection (Japan).rar,500.63 MB,2017-02-05 0:02,Rom Secen no rar
"3DS0194 - Heroes of Ruin (Europe)(En,Fr,Ge,It,Es).rar",500.38 MB,2016-01-02 23:01,Rom Secen no rar
0226 - Toy Stunt Bike (Europe) (eShop).zip,50.98 MB,2016-03-03 14:03,EShop scene no rar
z318 - Toy Stunt Bike (USA) (eShop).zip,50.92 MB,2016-05-03 3:05,EShop scene no rar
"0381 - Banana Bliss - Jungle Puzzles (Europe) (En,Fr,De,Es,It) (eShop).zip",50.44 MB,2016-03-03 15:03,EShop scene no rar
"3DS1103 - Riding Star 3D (Europe) (En,Fr,De,Es,It).rar",50.32 MB,2016-01-14 10:01,Rom Secen no rar
0576 - Shippuu no Usagi-Maru - Nazo no Karakurijou (Japan) (eShop).zip,50.30 MB,2016-05-03 3:05,EShop scene no rar
0188 - Breakthru Films - Scarecrow (Europe) (eShop) (Video).zip,50.20 MB,2016-03-03 14:03,EShop scene no rar
3DS0435 - Alien Chaos 3D (Usa).rar,50.04 MB,2016-01-06 0:01,Rom Secen no rar
z125 - Mario Kart - Super Circuit (Europe) (GBA) (Virtual Console).zip,5.84 MB,2016-05-03 2:05,EShop scene no rar
"0025 - Legend of Zelda, The (Europe) (NES) (Virtual Console).zip",5.61 MB,2016-03-03 13:03,EShop scene no rar
0074 - Sonic the Hedgehog 2 (Europe) (GG) (Virtual Console).zip,5.60 MB,2016-03-03 13:03,EShop scene no rar
z124 - F-Zero - Maximum Velocity (Europe) (GBA) (Virtual Console).zip,5.52 MB,2016-05-03 2:05,EShop scene no rar
z265 - Lufia - The Legend Returns (USA) (GBC) (Virtual Console).zip,5.45 MB,2016-05-03 2:05,EShop scene no rar
z293 - Wario Land II (USA) (GBC) (Virtual Console).zip,5.44 MB,2016-05-03 3:05,EShop scene no rar
"0026 - Legend of Zelda, The - Link's Awakening (Europe) (GBC) (Virtual Console).zip",5.43 MB,2016-03-03 13:03,EShop scene no rar
"0016 - Mario Kart 7 - Update 1.1 (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru).zip",5.22 MB,2016-03-03 13:03,EShop scene no rar
0022 - Super Mario Bros. Deluxe (Europe) (GBC) (Virtual Console).zip,5.21 MB,2016-03-03 13:03,EShop scene no rar
z194 - Eurosport (Europe) (eShop).zip,5.18 MB,2016-05-03 2:05,EShop scene no rar
z200 - Eurosport (Europe) (Rev 1) (eShop).zip,5.18 MB,2016-05-03 2:05,EShop scene no rar
0056 - Mario Kart - Super Circuit (USA) (GBA) (Virtual Console).zip,5.15 MB,2016-03-03 13:03,EShop scene no rar
"0011 - Super Mario Bros. Deluxe (Europe) (GBC) (Virtual Console, CIA).zip",5.09 MB,2016-03-03 13:03,EShop scene no rar
z073 - Metroid (Europe) (Rev 1) (NES) (Virtual Console).zip,5.04 MB,2016-05-03 1:05,EShop scene no rar
0055 - Yoshi's Island - Super Mario Advance 3 (USA) (GBA) (Virtual Console).zip,5 MB,2016-03-03 13:03,EShop scene no rar
"0137 - Inazuma Eleven (USA) (En,Fr,Es) (eShop).zip",498.75 MB,2016-03-03 13:03,EShop scene no rar
3DS1013 - Fate Kaleid Liner - Prisma Illya (Japan).rar,498.50 MB,2016-01-12 23:01,Rom Secen no rar
3DS1478 - Medarot Girls Mission - Kuwagata Ver. (Japan).zip,498.42 MB,2016-05-02 13:05,Rom Secen no rar
3DS1477 - Medarot Girls Mission - Kabuto Ver. (Japan).zip,498.41 MB,2016-05-02 13:05,Rom Secen no rar
3DS1529 - Taiko no Tatsujin - Don Don! Mystery Adventure (Japan).rar,497.70 MB,2017-02-05 4:02,Rom Secen no rar
3DS0729 - Toriko - Ultimate Survival (Japan).rar,497.04 MB,2016-01-08 23:01,Rom Secen no rar
3DS0602 - Project X Zone(USA).rar,496.87 MB,2016-01-08 0:01,Rom Secen no rar
"3DS0605 - Scribblenauts Unlimited (Europe) (En,Fr,De,Es,It,Nl) (Rev 1).rar",496.45 MB,2016-01-08 0:01,Rom Secen no rar
"3DS1168 - Legend of Zelda, The - Ocarina of Time 3D (Europe) (En,Fr,De,Es,It) (Rev 1).rar",496.42 MB,2016-01-14 14:01,Rom Secen no rar
3DS0259 - Heroes of Ruin (Usa).rar,495.98 MB,2016-01-04 7:01,Rom Secen no rar
3DS1599 - LEGO Star Wars - Force no Kakusei (Japan).rar,495.34 MB,2017-02-05 5:02,Rom Secen no rar
3DS1283 - LEGO Jurassic World (Usa).rar,495.31 MB,2016-01-15 20:01,Rom Secen no rar
"3DS0315 - Spy Hunter (Europe)(En,Fr,Ge,It,Es,Nl).rar",493.78 MB,2016-01-04 21:01,Rom Secen no rar
"3DS1263 - Nintendogs and Cats - Golden Retriever & New Friends (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (Rev 2).rar",493.62 MB,2016-01-15 18:01,Rom Secen no rar
"3DS1274 - Nintendogs and Cats - Toy Poodle & New Friends (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (Rev 2).rar",493.61 MB,2016-01-15 19:01,Rom Secen no rar
"3DS1317 - Nintendogs and Cats - French Bulldog and New Friends (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (Rev 2).rar",493.61 MB,2016-01-16 17:01,Rom Secen no rar
3DS1434 - CardFight!! Vanguard G - Stride to Victory!! (Japan).zip,492.97 MB,2016-05-02 10:05,Rom Secen no rar
3DS0948 - Oresama Kingdom - Ikemen Kareshi o Get Shiyo! Moe Kyun School Days (Japan).rar,491.69 MB,2016-01-11 3:01,Rom Secen no rar
"0297 - Chibi-Robo! Let's Go, Photo! (Europe) (En,Fr,De,Es,It) (eShop).zip",490.95 MB,2016-03-03 14:03,EShop scene no rar
"3DS1449 - LEGO Marvel Avengers (Europe) (En,Fr,De,Es,It,Nl,Da).zip",490.69 MB,2016-05-02 11:05,Rom Secen no rar
3DS1499 - LEGO Marvel Avengers (Japan).rar,490.60 MB,2017-02-05 0:02,Rom Secen no rar
"3DS1442 - LEGO Marvel Avengers (Germany) (En,Fr,De,Es,It,Nl,Da).zip",490.35 MB,2016-05-02 10:05,Rom Secen no rar
"3DS1471 - LEGO Marvel Avengers (Spain) (En,Fr,De,Es,It,Nl,Da).zip",490.33 MB,2016-05-02 13:05,Rom Secen no rar
"0278 - Rising Board 3D (Europe) (En,Fr,De,Es,It) (eShop).zip",49.71 MB,2016-03-03 14:03,EShop scene no rar
z154 - Simple DL Series Vol. 9 - The Misshitsu Kara no Dasshutsu - Tv Kyoku Micchaku 24-Ji Hen (Japan) (eShop).zip,49.48 MB,2016-05-03 2:05,EShop scene no rar
"0568 - Fantasy Pirates (Europe) (En,Fr,De,Es,It) (eShop).zip",49.45 MB,2016-03-03 17:03,EShop scene no rar
"0354 - Kung Fu Rabbit (Europe) (En,Fr,De,Es,It) (eShop).zip",49.44 MB,2016-03-03 15:03,EShop scene no rar
z070 - Dragon Quest X - Mezameshi Itsutsu no Shuzoku Online (Japan) (eShop).zip,49.29 MB,2016-05-03 1:05,EShop scene no rar
z320 - Kung Fu Rabbit (USA) (eShop).zip,49.21 MB,2016-05-03 3:05,EShop scene no rar
z332 - Rising Board 3D (USA) (eShop).zip,49.20 MB,2016-05-03 3:05,EShop scene no rar
"0288 - Swords & Soldiers 3D (Europe) (En,Fr,De,Es,It) (eShop).zip",49.01 MB,2016-03-03 14:03,EShop scene no rar
3DS0345 - Scribblenauts Unlimited (Usa).rar,489.94 MB,2016-01-04 22:01,Rom Secen no rar
"3DS1453 - LEGO Marvel Avengers (France) (En,Fr,De,Es,It,Nl,Da).zip",489.58 MB,2016-05-02 11:05,Rom Secen no rar
"3DS0190 - LEGO Harry Potter Years 5-7 (Europe)(En,Fr,Ge,It,Es,Nl,Da).rar",489.12 MB,2016-01-02 23:01,Rom Secen no rar
3DS0810 - Crayon Shin Chan - Arashi wo Yobu Kasukabe Eiga Stars! (Japan).rar,488.37 MB,2016-01-09 11:01,Rom Secen no rar
"3DS1081 - Pac-Man and the Ghostly Adventures 2 (Europe) (En,Fr,De,Es,It).rar",488.35 MB,2016-01-13 4:01,Rom Secen no rar
"3DS0132 - One Piece Unlimited Cruise SP (Europe)(En,Fr,Ge,It,Es).rar",488.21 MB,2016-01-02 21:01,Rom Secen no rar
3DS0788 - Kamen Rider - Travelers Senki (Japan).rar,488.18 MB,2016-01-09 3:01,Rom Secen no rar
3DS1530 - Kouenji Joshi Soccer 3 - Koisuru Eleven Itsuka wa Heaven (Japan).rar,488.13 MB,2017-02-05 4:02,Rom Secen no rar
3DS0072 - LEGO Harry Potter - Years 5-7 (Usa).rar,486.72 MB,2016-01-02 2:01,Rom Secen no rar
"3DS0213 - LEGO Batman 2 - DC Super Heroes (Europe) (En,Fr).rar",486.67 MB,2016-01-04 4:01,Rom Secen no rar
3DS1614 - LEGO Ninjago - Nindroids (Japan).rar,486.47 MB,2017-02-05 5:02,Rom Secen no rar
"3DS1259 - Legend of Zelda - Ocarina of Time 3D, The (USA) (En,Fr,Es) (Rev 1).rar",486.44 MB,2016-01-15 18:01,Rom Secen no rar
3DS0678 - Cave Story 3D (Japan).rar,486.23 MB,2016-01-08 3:01,Rom Secen no rar
3DS0274 - Schlag den Raab - Das 2. Spiel (Europe)(Ge).rar,484.31 MB,2016-01-04 8:01,Rom Secen no rar
"3DS1338 - LEGO Ninjago - Nindroids (Spain) (En,Fr,De,Es,It,Nl,Da).rar",483.81 MB,2016-01-16 19:01,Rom Secen no rar
3DS1158 - Pac-World 2 (Japan).rar,483.68 MB,2016-01-14 14:01,Rom Secen no rar
"3DS1010 - LEGO Ninjago Nindroids (Germany) (En,Fr,De,It,Nl,Da).rar",483.56 MB,2016-01-12 23:01,Rom Secen no rar
3DS1138 - Elminage Ibun - Ame no Mihashira Kai (Japan).rar,483.07 MB,2016-01-14 13:01,Rom Secen no rar
3DS0703 - Puyo Puyo Tetris (Japan).rar,482.99 MB,2016-01-08 22:01,Rom Secen no rar
3DS0770 - LEGO The Hobbit (USA).rar,482.98 MB,2016-01-09 1:01,Rom Secen no rar
z118 - IRONFALL Invasion (Europe) (Rev 2) (eShop).zip,482.92 MB,2016-05-03 2:05,EShop scene no rar
3DS0433 - Spirit Camera The Cursed Memoir (Usa).rar,482.82 MB,2016-01-06 0:01,Rom Secen no rar
"3DS1213 - LEGO Ninjago Nindroids (Europe)(En,Fr,Ge,It,Es,Nl,Da).rar",482.77 MB,2016-01-15 15:01,Rom Secen no rar
"3DS1582 - Nintendogs Cats - Golden Retriever & New Friends (USA) (En,Fr,Es) (Rev 2).rar",482.74 MB,2017-02-05 5:02,Rom Secen no rar
"3DS1443 - LEGO Marvel Avengers (USA) (En,Fr,Es,Pt).zip",482.64 MB,2016-05-02 10:05,Rom Secen no rar
0591 - Gurumin 3D (Japan) (eShop) [b].zip,482.62 MB,2018-01-30 9:01,EShop scene no rar
z309 - IRONFALL Invasion (USA) (Rev 2) (eShop).zip,482.41 MB,2016-05-03 3:05,EShop scene no rar
"3DS1126 - LEGO The Hobbit (France) (En,Fr,De,Es,It,Nl,Da).rar",482.39 MB,2016-01-14 12:01,Rom Secen no rar
"3DS0809 - LEGO The Hobbit (German) (En,Fr,De,Es,It,Nl,Da).rar",482.05 MB,2016-01-09 11:01,Rom Secen no rar
z365 - IRONFALL Invasion (Japan) (eShop).zip,481.95 MB,2018-01-30 9:01,EShop scene no rar
"3DS1021 - LEGO Ninjago Nindroids (Europe) (En,Fr,De,Es,It,Nl,Da).rar",481.87 MB,2016-01-12 23:01,Rom Secen no rar
z005 - IRONFALL Invasion (Europe) (eShop).zip,481.77 MB,2016-03-03 17:03,EShop scene no rar
z094 - IRONFALL Invasion (Europe) (eShop).zip,481.77 MB,2016-05-03 1:05,EShop scene no rar
"3DS0859 - LEGO The Hobbit (Europe) (En,Fr,De,Es,It,Nl,Da).rar",481.51 MB,2016-01-09 13:01,Rom Secen no rar
3DS0820 - Kyokugen Dasshutsu ADV - Zennin Shiboudesu (Japan).rar,481.16 MB,2016-01-09 11:01,Rom Secen no rar
"3DS1303 - LEGO The Hobbit (Spain) (En,Fr,De,Es,It,Nl,Da).rar",481.02 MB,2016-01-16 17:01,Rom Secen no rar
z075 - Shinjuku Dungeon (Japan) (eShop).zip,48.93 MB,2016-05-03 1:05,EShop scene no rar
3DS0444 - The Trash Pack (Usa).rar,48.55 MB,2016-01-06 0:01,Rom Secen no rar
"0382 - Governor of Poker (Europe) (En,Fr,De,Es,It) (eShop).zip",48.54 MB,2016-03-03 15:03,EShop scene no rar
3DS0706 - Kuukan Sagashimono kei - Nouryoku Kaihatsu 3D Nou Training (Japan).rar,48.41 MB,2016-01-08 22:01,Rom Secen no rar
"0195 - 3D Machine, The (Europe) (eShop) (Video).zip",48.34 MB,2016-03-03 14:03,EShop scene no rar
"0312 - Sudoku by Nikoli (Europe) (En,Fr,De,Es,It) (eShop).zip",48.32 MB,2016-03-03 14:03,EShop scene no rar
